Gene Symbol,Report Type,Report PMID,Primary Disorder(s),Associated Disorder(s)
ICA1,Recent Recommendation,30208311,"ASD, SCZ",
ICA1,Support,30675382,ASD,
ICA1,Support,35205252,ASD,
ICA1,Support,35982159,ASD,
IFNG,Support,11803234,ASD,
IFNG,Support,12378124,ASD,
IFNG,Support,16360218,ASD,
IFNG,Support,18762240,ASD,
IFNG,Support,19157572,ASD,
IFNG,Support,21810230,ASD,
IFNG,Support,22426848,ASD,
IFNG,Support,22917523,ASD,
IFNG,Support,23231720,ASD,
IFNG,Support,25407263,ASD,
IFNG,Recent Recommendation,27409813,,
IFNG,Primary,8964908,ASD,
IFNG,Support,9627004,ASD,
IFNGR1,Primary,27409813,,
IGF1,Support,16904022,ASD,
IGF1,Support,17547689,ASD,
IGF1,Support,27525107,ASD,
IGF1,Support,28263302,ASD,
IGF1,Support,28965761,ASD,
IGF1,Support,32129578,ASD,
IGF1,Primary,32193494,ASD,
IGF1,Recent Recommendation,32717741,ASD,
IKZF1,Primary,25363760,ASD,
IKZF1,Support,26749308,ASD,
IKZF1,Support,27525107,ASD,
IKZF1,Support,28263302,ASD,
IKZF1,Support,28965761,ASD,
IKZF1,Recent Recommendation,35840799,ASD,
IL16,Primary,25549968,ASD,
IL16,Positive Association,28472652,Tourette syndrome,
IL16,Support,35982159,ASD,
IL17A,Primary,26822608,ASD,
IL17A,Support,31452935,ASD,
IL17A,Support,35982159,ASD,
IL17RA,Support,25363768,ASD,
IL17RA,Primary,26822608,,
IL17RA,Recent Recommendation,28902835,,
IL17RA,Support,35205252,ASD,
IL17RA,Support,35982159,ASD,
IL17RA,Support,37506195,ASD,
IL1R2,Recent Recommendation,19401759,,
IL1R2,Recent Recommendation,21297633,,
IL1R2,Primary,21572417,ASD,
IL1R2,Support,22495306,ASD,
IL1R2,Recent Recommendation,26938441,,
IL1R2,Support,35982159,ASD,
IL1R2,Support,37506195,ASD,
IL1R2,Highly Cited,8332913,,
IL1RAPL1,Highly Cited,12783849,,
IL1RAPL1,Recent Recommendation,17502602,,
IL1RAPL1,Primary,18005360,ASD,
IL1RAPL1,Recent Recommendation,18467032,,
IL1RAPL1,Support,18801879,ASD,MR
IL1RAPL1,Recent Recommendation,20096586,,
IL1RAPL1,Support,20531469,ASD,
IL1RAPL1,Support,20797689,ASD,
IL1RAPL1,Recent Recommendation,22031302,DD,ID
IL1RAPL1,Support,23275889,ASD,
IL1RAPL1,Support,23613341,ID,ASD
IL1RAPL1,Recent Recommendation,23785489,,
IL1RAPL1,Support,24398791,"ASD, DD",
IL1RAPL1,Support,24508361,"DD, ID","ASD or autistic features, epilepsy"
IL1RAPL1,Support,25167861,ID,
IL1RAPL1,Recent Recommendation,25305082,ID,DD
IL1RAPL1,Support,25574603,ASD,
IL1RAPL1,Support,26290131,ID,
IL1RAPL1,Support,27841880,"DD, hypotonia, dysmorphic features",
IL1RAPL1,Recent Recommendation,28576939,,
IL1RAPL1,Support,30555518,ASD,"DD/ID, epilepsy/seizures"
IL1RAPL1,Support,30700833,"DD, ID",
IL1RAPL1,Recent Recommendation,32717741,ASD,
IL1RAPL1,Support,34452636,ID,
IL1RAPL1,Support,35901164,TS,
IL1RAPL1,Support,36973392,ASD,
IL1RAPL1,Support,36980980,"DD, ID",Autistic features
IL1RAPL2,Primary,22050706,ASD,
IL1RAPL2,Support,23275889,ASD,
IL6,Primary,17913903,,
IL6,Support,19157572,ASD,
IL6,Support,20705131,ASD,
IL6,Support,21595886,ASD,
IL6,Support,23604965,ASD,
IL6,Recent Recommendation,29628394,,
ILF2,Support,25363760,ASD,
ILF2,Support,25363768,ASD,
ILF2,Recent Recommendation,26401017,ASD,
ILF2,Primary,26402605,ASD,
ILF2,Support,33004838,ASD,
ILF2,Support,35982159,ASD,
IMMP2L,Primary,11254443,TS,
IMMP2L,Recent Recommendation,16239145,,
IMMP2L,Negative Association,17043892,"ASD, TS",
IMMP2L,Positive Association,19401682,ASD,
IMMP2L,Support,21386874,TS,
IMMP2L,Support,21837366,ASD,
IMMP2L,Support,22825934,Epilepsy,"ASD, DD, ID"
IMMP2L,Support,23275889,ASD,
IMMP2L,Recent Recommendation,24549057,TS,"ADHD, OCD, ASD"
IMMP2L,Negative Association,24599690,ASD,
IMMP2L,Support,29152845,ASD,ID
IMMP2L,Positive Association,29483656,SCZ,
IMMP2L,Support,30675382,ASD,
IMMP2L,Support,31233820,"ASD, TS",
IMMP2L,Support,35776734,SCZ,ASD or autistic features
IMMP2L,Support,35982159,ASD,
IMMP2L,Support,37541448,"ASD, TS",
INPP1,Primary,14627686,ASD,
INPP1,Recent Recommendation,16787706,BPD,
INPP1,Recent Recommendation,25549968,ASD,
INPP1,Support,37506195,ASD,
INPP1,Highly Cited,9682271,,
INTS1,Support,28542170,DD,Epilepsy/seizures
INTS1,Primary,30622326,DD,ASD
INTS1,Support,30679432,ID,
INTS1,Support,31398340,ASD,
INTS1,Support,35205252,ASD,
INTS1,Support,35982159,ASD,
INTS1,Support,36881370,ASD,
INTS1,Support,37393044,ASD,
INTS1,Support,37506195,ASD,
INTS1,Support,38177409,ID,
INTS6,Primary,25363768,ASD,
INTS6,Support,25961944,,
INTS6,Recent Recommendation,26401017,ASD,
INTS6,Recent Recommendation,26402605,ASD,
INTS6,Support,35982159,ASD,
INTS6,Support,37506195,ASD,
IQGAP3,Support,25363768,ASD,
IQGAP3,Primary,28191889,ASD,
IQGAP3,Support,30564305,ASD,
IQGAP3,Support,31398340,ASD,
IQGAP3,Support,35982159,ASD,
IQGAP3,Support,37506195,ASD,
IQSEC2,Primary,20473311,ID,
IQSEC2,Support,23674175,ID,Epilepsy/seizures
IQSEC2,Positive Association,23934111,Epilepsy,"IS, LGS, DD, ID, ASD, ADHD"
IQSEC2,Support,24306141,"DD, epilepsy/seizures",Autistic features
IQSEC2,Support,25167861,ID,
IQSEC2,Support,25914188,Developmental regression,
IQSEC2,Support,26544041,"DD, ID, epilepsy/seizures",
IQSEC2,Support,26733290,ID,
IQSEC2,Support,26793055,ID,"ASD, epilepsy/seizures"
IQSEC2,Recent Recommendation,27009485,,
IQSEC2,Support,27476654,Epilepsy/seizures,"DD, ID"
IQSEC2,Support,27665735,"ID, epilepsy",
IQSEC2,Support,27864847,Epilepsy/seizures,"ASD, microcephaly"
IQSEC2,Support,28295038,"ID, epilepsy/seizures",
IQSEC2,Support,28815955,"ID, epilepsy/seizures",ASD
IQSEC2,Support,29026562,"ASD, ID, epilepsy/seizures",Developmental regression
IQSEC2,Support,29100083,Epilepsy/seizures,DD/ID
IQSEC2,Support,29346770,ASD,
IQSEC2,Recent recommendation,30206421,X-linked mental retardation 1 (MRX1),Autistic behavior
IQSEC2,Support,30666632,"DD, ID","ASD, epilepsy/seizures"
IQSEC2,Support,30763456,ASD,
IQSEC2,Support,30842726,,
IQSEC2,Support,31130284,"DD, ID, epilepsy/seizures",
IQSEC2,Support,31406558,ASD,
IQSEC2,Support,31415821,"X-linked mental retardation 1 (MRX1), DD, ID, epil","ASD, ADHD"
IQSEC2,Support,31906484,ID,
IQSEC2,Support,32529990,X-linked mental retardation-1,"DD, SCZ, learning disability, psychosis, stereotyp"
IQSEC2,Support,32530565,"ASD, epilepsy/seizures",
IQSEC2,Support,32564198,X-linked mental retardation-1,"DD, ID, epilepsy/seizures, Afs, stereotypy"
IQSEC2,Support,33368194,"X-linked mental retardation-1, ID","ASD, epilepsy/seizures"
IQSEC2,Support,33431980,ASD,
IQSEC2,Support,33624935,"DD, ID, epilepsy/seizures",
IQSEC2,Support,33753861,"ASD, DD/ID",
IQSEC2,Support,34356170,ID,
IQSEC2,Support,34363551,ID,DD
IQSEC2,Support,34535765,,
IQSEC2,Support,34615535,ASD,
IQSEC2,Support,35174982,ID,
IQSEC2,Support,35183220,ID,
IQSEC2,Support,35322241,"ID, epilepsy/seizures",
IQSEC2,Support,35347702,"DD, ID, epilepsy/seizures",ASD
IQSEC2,Support,35571021,Epilepsy/seizures,DD
IQSEC2,Support,35741772,ASD,
IQSEC2,Support,35813072,ASD,"DD, epilepsy/seizures"
IQSEC2,Support,35873028,"ASD, DD, ID",
IQSEC2,Support,35982159,ASD,
IQSEC2,Support,36267700,"DD, ID, epilepsy/seizures","ASD, stereotypy"
IQSEC2,Support,36980980,"DD, ID","Epilepsy/seizures, autistic features"
IQSEC2,Support,37645600,"ID, epilepsy/seizures",ASD
IQSEC2,Support,37943464,"ASD, DD",
IQSEC2,Support,38200111,"DD, ID, epilepsy/seizures",
IRF2BPL,Support,25363768,ASD,
IRF2BPL,Recent Recommendation,26401017,ASD,
IRF2BPL,Primary,26402605,ASD,
IRF2BPL,Recent Recommendation,30057031,"Developmental delay, developmental regression, epi",
IRF2BPL,Recent Recommendation,30166628,"Development delay/regression, epilepy/seizures",ASD
IRF2BPL,Support,31452935,ASD,
IRF2BPL,Support,31981491,ASD,
IRF2BPL,Support,33739554,"DD, ID","Epilepsy/seizures, autistic features"
IRF2BPL,Support,35205252,ASD,
IRF2BPL,Support,35294868,ASD,
IRF2BPL,Support,35982159,ASD,
IRF2BPL,Support,36973392,ASD,
IRF2BPL,Support,37346291,DD,Epilepsy/seizures
IRF2BPL,Support,37463579,"DD, epilepsy/seizures",
IRF2BPL,Support,38235039,ID,"DD, cerebellar ataxia"
IRF2BPL,Support,38321498,ASD,
ITGA4,Recent Recommendation,17689671,MS,
ITGA4,Primary,18348195,ASD,
ITGA4,Recent Recommendation,18697840,,
ITGA4,Positive Association,18846500,ASD,
ITGA4,Positive Association,19259978,ASD,
ITGA4,Support,31452935,ASD,
ITGA4,Support,37506195,ASD,
ITGA8,Primary,25363768,ASD,
ITGA8,Support,28263302,ASD,
ITGA8,Support,28965761,ASD,
ITGA8,Support,31981491,ASD,
ITGA8,Recent Recommendation,35294868,ASD,
ITGA8,Support,35982159,ASD,
ITGA8,Support,37506195,ASD,
ITGB3,Highly Cited,10195947,,
ITGB3,Positive Association,15292919,Whole blood serotonin levels,
ITGB3,Primary,16724005,ASD,
ITGB3,Positive Association,17203304,ASD,
ITGB3,Positive Association,17999363,ASD,
ITGB3,Recent Recommendation,18065693,,
ITGB3,Recent Recommendation,18579532,,
ITGB3,Positive Association,19588468,ASD,
ITGB3,Recent Recommendation,20020534,,
ITGB3,Positive Association,21102624,ASD,
ITGB3,Support,22495309,ASD,
ITGB3,Positive Association,23628433,ASD,
ITGB3,Positive Association,25477900,PDD,
ITGB3,Recent Recommendation,29038237,ASD,ADHD
ITGB3,Support,31398340,ASD,
ITGB3,Support,33431980,ASD,
ITGB3,Support,35205252,ASD,
ITGB3,Support,35247972,ASD,
ITGB3,Support,35982159,ASD,
ITGB3,Support,36035754,,
ITGB3,Support,36967540,,
ITGB3,Support,37296444,,
ITGB7,Recent Recommendation,15699171,,
ITGB7,Primary,16709250,ASD,
ITGB7,Support,25363760,ASD,
ITGB7,Support,35982159,ASD,
ITGB7,Highly Cited,7687523,,
ITPR1,Primary,25363760,ASD,
ITPR1,Support,25363768,ASD,
ITPR1,Support,25533962,DD,
ITPR1,Support,27824329,ASD,
ITPR1,Recent Recommendation,28191889,,
ITPR1,Support,28333917,"Ataxia, atrophy of lower extremities, vermis atrop",
ITPR1,Support,28554332,ID,"Microcephaly, hypotonia"
ITPR1,Support,28628100,ASD,
ITPR1,Support,30564305,ASD,
ITPR1,Support,32717741,ASD,
ITPR1,Support,33619735,DD,
ITPR1,Support,34145886,"DD, epilepsy/seizures",
ITPR1,Support,35205252,ASD,
ITPR1,Support,35982159,ASD,
ITPR1,Support,37541188,ID,
ITPR1,Support,37943464,ID,
ITPR1,Support,38321498,ID,
ITSN1,Primary,25363760,ASD,
ITSN1,Support,25961944,ASD,
ITSN1,Support,28263302,ASD,
ITSN1,Recent Recommendation,31452935,ASD,
ITSN1,Recent Recommendation,34707297,"ASD, DD, ID","ADHD, epilepsy/seizures"
ITSN1,Support,35174982,"DD, ID",Autistic features
ITSN1,Recent Recommendation,35982159,ASD,
ITSN1,Support,37506195,ASD,
ITSN1,Support,37788244,Stereotypy,
ITSN1,Support,38346866,ASD,
JAKMIP1,Support,17519220,ASD,
JAKMIP1,Support,22472195,ASD,
JAKMIP1,Support,25363768,ASD,
JAKMIP1,Recent Recommendation,26401017,ASD,
JAKMIP1,Primary,26627310,,
JAKMIP1,Support,27799067,"DD, ID, epilepsy/seizures",
JAKMIP1,Support,28714951,ASD,
JAKMIP1,Support,29158550,"ASD, ID, epilepsy/seizures",
JAKMIP1,Support,35205252,ASD,
JAKMIP1,Support,35982159,ASD,
JARID2,Positive Association,16967465,SCZ,
JARID2,Primary,19812673,ASD,
JARID2,Positive Association,19884986,SCZ,
JARID2,Support,22681640,ASD,
JARID2,Support,24410847,ASD,
JARID2,Support,25363760,ASD,
JARID2,Positive Association,26314684,ASD,
JARID2,Support,27525107,ASD,
JARID2,Support,27620904,ID,"Autistic behavior, stereotypic behavior"
JARID2,Support,28714951,ASD,
JARID2,Negative Association,29216786,ASD,
JARID2,Recent Recommendation,33077894,"DD, ID",ASD/autistic features
JARID2,Support,34615535,ASD,
JARID2,Support,35533077,DD,"ASD, ADHD, ID"
JARID2,Support,35887345,DD,"ASD, ID"
JARID2,Support,35979655,"ADHD, DD",Autistic features
JARID2,Support,35982159,ASD,
JARID2,Support,36980980,"DD, ID",Dyslexia
JMJD1C,Highly Cited,14533015,,
JMJD1C,Primary,17290275,ASD,
JMJD1C,Recent Recommendation,17353003,,
JMJD1C,Support,22495311,ASD,
JMJD1C,Recent Recommendation,26181491,"ASD, ID",Rett syndrome
JMJD1C,Recent Recommendation,26401017,ASD,
JMJD1C,Support,28554332,"ASD, ID, epilepsy/seizures",
JMJD1C,Support,30504930,ASD,
JMJD1C,Support,31954878,DD,"ASD, ADHD, epilepsy/seizures"
JMJD1C,Support,35982159,ASD,
JMY,Primary,34312540,ASD,
JMY,Support,35982159,ASD,
KANK1,Support,16301218,ID,Cerebral palsy
KANK1,Support,23375656,ASD,
KANK1,Primary,23454270,ASD,ID
KANK1,Support,23999528,ASD,
KANK1,Support,25363768,ASD,
KANK1,Support,26539891,ID,"Brain abnormalities, hypotonia"
KANK1,Recent Recommendation,29729439,ASD,
KANK1,Negative Association,30684669,"ASD, DD, ID",
KANK1,Support,31398340,ASD,
KANK1,Support,33455084,"ASD, DD",ADHD
KANK1,Support,35741772,ASD,
KANK1,Support,35982159,ASD,
KANSL1,Support,25363768,ASD,
KANSL1,Primary,26306646,Koolen-De Vries syndrome,ASD or autistic features
KANSL1,Support,33004838,"ASD, DD",
KANSL1,Support,34356170,ID,"DD, epilepsy/seizures"
KANSL1,Support,34411509,"ASD, congenital heart disease",
KANSL1,Support,34580403,"DD, ID","ADHD, epilepsy/seizures"
KANSL1,Support,34968013,ASD,
KANSL1,Support,35177641,Koolen-De Vries syndrome,
KANSL1,Support,35205252,ASD,
KANSL1,Support,35901164,ASD,
KANSL1,Support,36475376,"BPD, anxiety disorder, ID",
KANSL1,Support,38177409,"ID, epilepsy/seizures",
KANSL1,Support,38282074,Koolen-de Vries syndrome,
KAT2B,Support,24768552,ASD,
KAT2B,Support,25363768,ASD,
KAT2B,Recent Recommendation,26401017,ASD,
KAT2B,Primary,26402605,ASD,
KAT2B,Support,27824329,ASD,
KAT2B,Support,30564305,ASD,
KAT2B,Support,31133750,ASD,
KAT2B,Recent Recommendation,33689683,ASD,
KAT6A,Primary,25363768,ASD,
KAT6A,Support,25728775,"DD, microcephaly",ASD
KAT6A,Support,25728777,"DD, ID","Microcephaly, craniosynostosis, hypotonia, feeding"
KAT6A,Recent Recommendation,26401017,ASD,
KAT6A,Support,27133397,"DD, ID",ASD
KAT6A,Support,27479843,ID,
KAT6A,Support,27848944,"ID, microcephaly","Delayed speech and language development, motor del"
KAT6A,Support,28991257,Congenital heart disease (CHD),Neurodevelopmental disorders (NDD)
KAT6A,Recent recommendation,30245513,Autosomal dominant mental retardation-32,ASD or autistic features
KAT6A,Support,30504930,ASD,
KAT6A,Support,30842647,Microcephaly,DD
KAT6A,Support,30945278,Epilepsy/seizures,ID
KAT6A,Support,31133750,ASD,
KAT6A,Support,32041641,Autosomal dominant mental retardation-32,Autistic features
KAT6A,Support,32477112,ASD,
KAT6A,Support,33004838,"ASD, DD",
KAT6A,Recent Recommendation,33689683,ASD,
KAT6A,Support,33739554,"DD, ID","Epilepsy/seizures, autistic features"
KAT6A,Support,34145886,"DD, epilepsy/seizures",
KAT6A,Support,34324503,DD,
KAT6A,Support,34411509,"ASD, congenital heart disease",
KAT6A,Support,35205252,ASD,
KAT6A,Support,35266334,"DD, ID",
KAT6A,Recent Recommendation,35892268,"DD, ID","ASD, ADHD, epilepsy/seizures"
KAT6A,Support,35982159,ASD,
KAT6A,Support,36980980,"DD, ID",
KAT6A,Support,37280359,ASD,
KAT6A,Support,37393044,ASD,
KAT6A,Support,37524782,DD,
KAT6A,Support,37943464,"ASD, ADHD",
KAT6A,Support,38177409,"ASD, iD",
KAT6A,Support,38287090,ASD,
KAT6B,Support,25363768,ASD,
KAT6B,Support,27479843,ID,
KAT6B,Support,28135719,Developmental disorders,
KAT6B,Support,31452935,ASD,
KAT6B,Primary,33004838,ASD,DD
KAT6B,Support,34519438,"DD, ID","ASD, ADHD, epilepsy/seizures"
KAT6B,Support,35322241,"ID, epilepsy/seizures",
KAT6B,Support,37543562,ASD,"DD, ID, epilepsy/seizures"
KATNAL1,Primary,28263302,ASD,
KATNAL1,Recent Recommendation,28373692,,
KATNAL1,Support,35982159,ASD,
KATNAL1,Support,37506195,ASD,
KATNAL2,Primary,22495306,ASD,
KATNAL2,Support,22495309,ASD,
KATNAL2,Recent Recommendation,25363760,ASD,
KATNAL2,Support,25621899,ASD,
KATNAL2,Recent Recommendation,26401017,ASD,
KATNAL2,Recent Recommendation,27161796,,
KATNAL2,Support,28191889,ASD,
KATNAL2,Recent Recommendation,30096282,,
KATNAL2,Support,30564305,ASD,
KATNAL2,Support,31209962,"ID, ASD or autistic traits",
KATNAL2,Support,31398340,ASD,
KATNAL2,Support,32094338,ASD,
KATNAL2,Support,33004838,"ASD, DD",
KATNAL2,Support,35955524,"ASD, DD",
KATNAL2,Recent Recommendation,36933215,ASD,
KCNA2,Support,25477152,Epilepsy/seizures,
KCNA2,Support,25751627,"ID, epilepsy/seizures",DD
KCNA2,Support,27543892,ID,"ASD, DD, epilepsy/seizures"
KCNA2,Support,31398340,ASD,
KCNA2,Support,31692161,Epilepsy/seizures,ASD
KCNA2,Primary,34622207,"ASD, ID, epilepsy/seizures",DD
KCNA2,Support,35205252,ASD,
KCNA2,Support,35571021,Epilepsy/seizures,
KCNA2,Support,37524782,"DD, epilepsy/seizures",
KCNA2,Support,37543562,ASD,"DD, ID, epilepsy/seizures"
KCNA2,Support,37883018,"DD, epilepsy/seizures","ASD, ID"
KCNA3,Support,35982159,ASD,
KCNA3,Primary,37964487,"ASD, DD, ID",Epilepsy/seizures
KCNB1,Support,25164438,,
KCNB1,Support,27864847,"Epilepsy/seizures, ASD",
KCNB1,Primary,28806457,"DD, epilepsy/seizures",ASD
KCNB1,Support,29264390,"ID, epilepsy/seizures","Autistic features, disruptive behavior"
KCNB1,Support,29264397,"DD, ID, epilepsy/seizures",ASD
KCNB1,Support,31406558,ASD,
KCNB1,Recent Recommendation,31513310,Epileptic encephalopathy-26 (EIEE26),Behavioral disorders (including ASD)
KCNB1,Recent Recommendation,31600826,Epileptic encephalopathy-26 (EIEE26),
KCNB1,Support,31696658,ASD,
KCNB1,Support,32277047,"ID, epilepsy/seizures",Marfanoid habitus
KCNB1,Support,32469098,"ID, epilepsy/seizures",
KCNB1,Support,32954514,"Early infantile epileptic encephalopathy-26, DD, I","Autistic features, ADHD"
KCNB1,Support,33951346,Epilepsy/seizures,"ASD, DD"
KCNB1,Support,34615535,ASD,
KCNB1,Recent Recommendation,34915430,Developmental and epileptic encephalopathy 26,ASD
KCNB1,Support,35071126,"DD, epilepsy/seizures","Autistic features, stereotypy"
KCNB1,Support,35322241,ID,Epilepsy/seizures
KCNB1,Support,35571021,Epilepsy/seizures,DD
KCNB1,Support,35887114,"DD, ID",
KCNB1,Recent Recommendation,35982159,ASD,
KCNB1,Support,36457583,"DD, ID, epilepsy/seizures",
KCNB1,Support,36618935,DD,
KCNB1,Negative Association,36756634,ASD,
KCNB1,Support,36943625,"ASD, ID",
KCNB1,Support,37541188,Epilepsy/seizures,
KCNB1,Support,38256266,ASD,"ID, epilepsy/seizures"
KCNB1,Support,38438125,"ASD, epilepsy/seizures",
KCNB1,Support,38485094,Developmental and epileptic encephalopathy 26,
KCNC1,Primary,25363768,ASD,
KCNC1,Support,28135719,DD,
KCNC1,Support,28263302,ASD,
KCNC1,Recent Recommendation,30559488,,
KCNC1,Support,31398340,ASD,
KCNC1,Support,34274375,ASD,
KCNC1,Support,35982159,ASD,
KCNC1,Support,37541188,"DD, epilepsy/seizures",
KCNC1,Support,37645600,Epilepsy/seizures,ID
KCNC1,Support,38438125,"DD, epilepsy/seizures",
KCNC2,Support,28263302,ASD,
KCNC2,Support,28965761,ASD,
KCNC2,Support,31398340,ASD,
KCNC2,Support,31972370,"DD, ID, epilepsy/seizures",
KCNC2,Primary,31981491,ASD,
KCNC2,Support,32392612,"ID, epilepsy/seizures",
KCNC2,Support,33057194,"DD, ID",
KCNC2,Support,34448338,"DD, ID, epilepsy/seizures",
KCNC2,Recent Recommendation,35314505,Epilepsy/seizures,"ASD, ID"
KCNC2,Recent Recommendation,35366058,"ASD, DD, epilepsy/seizures",
KCNC2,Support,37506195,ASD,
KCNC2,Support,37543562,ASD,"DD, ID"
KCNC2,Support,38194456,"ASD, epilepsy/seizures",
KCND2,Support,21703448,Epilepsy,
KCND2,Primary,22935194,ASD,
KCND2,Recent Recommendation,24501278,"ASD, epilepsy",
KCND2,Support,27841880,PDD,CHD (Atrial septal defect)
KCND2,Support,29581270,,
KCND2,Support,30257206,TS,
KCND2,Support,34245260,DD,"ASD, epilepsy/seizures"
KCND2,Support,35982159,ASD,
KCND2,Positive Association,36756634,ASD,
KCND3,Positive Association,22105621,ASD,Non-verbal communication (ADI-R)
KCND3,Support,23280837,Spinocerebellar ataxia 19 (SCA19),
KCND3,Support,23280838,Spinocerebellar ataxia 19 (SCA19),
KCND3,Primary,25363768,ASD,
KCND3,Support,26189493,Spinocerebellar ataxia 19 (SCA19),"ID, epilepsy/seizures"
KCND3,Support,28895081,Spinocerebellar ataxia 19 (SCA19),ID
KCND3,Support,28947073,Spinocerebellar ataxia 19 (SCA19),"Epilepsy/seizures, cognitive impairment"
KCND3,Recent Recommendation,29346770,ASD,
KCND3,Support,33446253,BPD,
KCND3,Support,33619735,DD,
KCND3,Support,35205252,ASD,
KCND3,Support,35294868,ASD,
KCND3,Support,35982159,ASD,
KCNH5,Primary,23647072,"ASD, DD, epilepsy/seizures",
KCNH5,Support,24133262,"ASD, DD, epilepsy/seizures",
KCNH5,Support,35982159,ASD,
KCNH5,Recent Recommendation,36068614,"ASD, DD, ID, epilepsy/seizures",
KCNH5,Support,38008000,Epilepsy/seizures,
KCNJ10,Highly Cited,15112102,,
KCNJ10,Highly Cited,15120748,Epilepsy,
KCNJ10,Recent Recommendation,21300747,,
KCNJ10,Recent Recommendation,21307341,,
KCNJ10,Primary,21458570,ASD,
KCNJ10,Recent Recommendation,21538466,,
KCNJ10,Support,21703448,Epilepsy,
KCNJ10,Recent Recommendation,25549968,ASD,
KCNJ10,Support,27677466,"ASD, epilepsy",
KCNJ10,Support,27848944,SESAME syndrome,"ID, epilepsy/seizures"
KCNJ10,Positive Association,30304693,ASD,
KCNJ10,Support,35982159,ASD,
KCNJ10,Support,38374498,Epilepsy/seizures,DD
KCNJ12,Primary,25549968,ASD,
KCNJ12,Support,35982159,ASD,
KCNJ15,Support,25363768,ASD,
KCNJ15,Primary,25549968,ASD,
KCNJ15,Support,31398340,ASD,
KCNJ2,Primary,24794859,ASD,TS
KCNJ2,Support,29615871,ASD,
KCNJ2,Negative Association,30304693,ASD,
KCNJ2,Support,35982159,ASD,
KCNK7,Primary,28831199,ASD,
KCNK7,Support,31398340,ASD,
KCNK7,Support,37506195,ASD,
KCNMA1,Highly Cited,11090555,,
KCNMA1,Recent Recommendation,16738211,,
KCNMA1,Primary,16946189,ASD,MR
KCNMA1,Recent Recommendation,17040919,,
KCNMA1,Recent Recommendation,17068255,,
KCNMA1,Recent Recommendation,17209047,,
KCNMA1,Recent Recommendation,17635926,,
KCNMA1,Recent Recommendation,18250327,,
KCNMA1,Recent Recommendation,18316727,,
KCNMA1,Recent Recommendation,18345016,,
KCNMA1,Support,21703448,Epilepsy,
KCNMA1,Support,22495311,ASD,
KCNMA1,Recent Recommendation,23715297,,
KCNMA1,Support,25533962,Unknown diagnosis,
KCNMA1,Recent Recommendation,26401017,ASD,
KCNMA1,Recent Recommendation,26938441,,
KCNMA1,Support,28714951,ASD,
KCNMA1,Support,31036916,DD,
KCNMA1,Support,31152168,"DD, ID",
KCNMA1,Support,31674007,ASD,Macrocephaly
KCNMA1,Support,31981491,ASD,
KCNMA1,Support,32633875,"ASD, ADHD, ID",Dystonia
KCNMA1,Support,34145886,"ID, epilepsy/seizures",
KCNMA1,Support,34224328,"DD, ID, epilepsy/seizures",
KCNMA1,Support,34580403,"DD, ID, epilepsy/seizures",
KCNMA1,Support,34615535,ASD,
KCNMA1,Support,35509069,"ASD, ID",
KCNMA1,Support,35982159,ASD,
KCNMA1,Support,37805537,ASD,
KCNMA1,Support,37943464,ID,
KCNMA1,Highly Cited,9284303,,
KCNQ2,Positive Association,16733521,BPD,
KCNQ2,Recent Recommendation,23692823,Epilepsy,"DD, ID"
KCNQ2,Recent Recommendation,23730306,,
KCNQ2,Primary,23849776,ASD,
KCNQ2,Positive Association,23934111,Epilepsy,"IS, LGS, DD, ID, ASD, ADHD"
KCNQ2,Support,24318194,Epilepsy/seizures,
KCNQ2,Support,25262651,"ID, epilepsy/seizures",
KCNQ2,Support,25284784,,
KCNQ2,Support,25533962,Epilepsy/seizures,"DD, ID"
KCNQ2,Support,26544041,"DD, ID, epilepsy/seizures",
KCNQ2,Support,27334371,"ID, epilepsy/seizures",
KCNQ2,Support,27479843,ID,
KCNQ2,Support,27848944,Epilepsy/seizures,
KCNQ2,Support,27864847,Epilepsy/seizures,
KCNQ2,Support,28263302,ASD,
KCNQ2,Support,28554332,"ID, epilepsy/seizures",Hypotonia
KCNQ2,Support,29100083,Epilepsy/seizures,DD/ID
KCNQ2,Support,29158550,"DD, epilepsy/seizures",Hypotonia
KCNQ2,Support,29286531,"DD, ID, epilepsy/seizures",
KCNQ2,Support,30945278,Epilepsy/seizures,
KCNQ2,Support,31036916,DD,
KCNQ2,Support,31139143,"ASD, epilepsy/seizures",
KCNQ2,Support,31273778,"ID, epilepsy/seizures",
KCNQ2,Support,32651551,"ID, epilepsy/seizures",ASD
KCNQ2,Support,33568206,ASD,
KCNQ2,Support,33753861,DD/ID,
KCNQ2,Support,33754465,"DD, ID",Autistic features
KCNQ2,Support,33951346,Epilepsy/seizures,"ASD, DD"
KCNQ2,Support,34145886,"DD, epilepsy/seizures",
KCNQ2,Support,34580403,"DD, ID, epilepsy/seizures",
KCNQ2,Support,34615535,ASD,
KCNQ2,Support,34911751,Developmental and epileptic encephalopathy 7,
KCNQ2,Support,34948243,"ASD, ID",
KCNQ2,Support,35253369,Epilepsy/seizures,
KCNQ2,Support,35365919,"DD, epilepsy/seizures",
KCNQ2,Support,35571021,Epilepsy/seizures,ID
KCNQ2,Support,35645364,"ASD, epilepsy/seizures","DD, ID"
KCNQ2,Recent Recommendation,35780567,"DD, ID","Autistic features, stereotypy, epilepsy/seizures"
KCNQ2,Support,35813072,ASD,Epilepsy/seizures
